Category,area,bounding_box,centroid,convex_area,convex_image,coordinates,eccentricity,equivalent_diameter,euler_number,extent,filled_area,filled_image,major_axis_length,minor_axis_length,orientation,perimeter,solidity,circularity,convexity,intensity
Circles,1649.0,"(11, 43, 56, 88)","(33.0, 65.0)",1673.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[11 59]
 [11 60]
 [11 61]
 ...
 [55 69]
 [55 70]
 [55 71]]",0.0,45.82108694987804,1,0.814320987654321,1649.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",45.82096622756765,45.82096622756765,0.7853981633974483,147.88225099390854,0.9856545128511656,0.9475418805475421,1.0145542753183747,
Circles,3613.0,"(241, 1293, 308, 1360)","(274.0, 1326.0)",3669.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[ 241 1318]
 [ 241 1319]
 [ 241 1320]
 ...
 [ 307 1332]
 [ 307 1333]
 [ 307 1334]]",0.0,67.82488094444503,1,0.8048563154377367,3613.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",67.82618902808578,67.82618902808578,0.7853981633974483,221.82337649086284,0.9847369855546471,0.9227056975724731,1.0154995848325492,
Circles,5013.0,"(316, 1604, 395, 1683)","(355.0, 1643.0)",5077.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[ 316 1635]
 [ 316 1636]
 [ 316 1637]
 ...
 [ 394 1649]
 [ 394 1650]
 [ 394 1651]]",0.0,79.89211373945098,1,0.8032366607915398,5013.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",79.8924471518368,79.8924471518368,0.7853981633974483,260.45079348883235,0.9873941303919638,0.9286588435706352,1.0127668063036106,
Circles,2617.0,"(453, 1046, 510, 1103)","(481.0, 1074.0)",2649.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[ 453 1067]
 [ 453 1068]
 [ 453 1069]
 ...
 [ 509 1079]
 [ 509 1080]
 [ 509 1081]]",0.0,57.72406680555278,1,0.8054786088027085,2617.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",57.723359602422654,57.723359602422654,0.7853981633974483,186.50966799187808,0.9879199697999245,0.9453897485585071,1.012227741688957,
Circles,1369.0,"(497, 503, 538, 544)","(517.0, 523.0)",1393.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[497 517]
 [497 518]
 [497 519]
 ...
 [537 527]
 [537 528]
 [537 529]]",0.0,41.750029182533964,1,0.8143961927424153,1369.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",41.7487703374549,41.7487703374549,0.7853981633974483,134.22539674441617,0.9827709978463748,0.9548692756729444,1.0175310445580716,
Circles,6349.0,"(670, 776, 759, 865)","(714.0, 820.0)",6421.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[670 811]
 [670 812]
 [670 813]
 ...
 [758 827]
 [758 828]
 [758 829]]",0.0,89.90994310710883,1,0.8015402095694988,6349.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",89.91011069067896,89.91011069067896,0.7853981633974483,293.4213562373095,0.9887867933343716,0.9266841839480495,1.0113403685619782,
Circles,609.0,"(735, 1344, 762, 1371)","(748.0, 1357.0)",617.0,"[[False False False False False False False  True  True  True  True  True
   True  True  True  True  True  True  True  True False False False False
  False False False]
 [False False False False False False  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False False False]
 [False False False False False  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False False False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False False False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False False False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True False False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True False]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True False False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False False False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False False False]
 [False False False False False  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False False False]
 [False False False False False False  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False False False]
 [False False False False False False False  True  True  True  True  True
   True  True  True  True  True  True  True  True False False False False
  False False False]]","[[ 735 1352]
 [ 735 1353]
 [ 735 1354]
 ...
 [ 761 1360]
 [ 761 1361]
 [ 761 1362]]",0.0,27.846056861676377,1,0.8353909465020576,609.0,"[[False False False False False False False False  True  True  True  True
   True  True  True  True  True  True  True False False False False False
  False False False]
 [False False False False False False  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False False False]
 [False False False False False  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False False False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False False False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False False False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True False False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True False]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True False False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False False False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False False False]
 [False False False False False  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False False False]
 [False False False False False False  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False False False]
 [False False False False False False False False  True  True  True  True
   True  True  True  True  True  True  True False False False False False
  False False False]]",27.848051229970487,27.848051229970487,0.7853981633974483,87.59797974644665,0.9870340356564019,0.9973302140710989,1.013136288998358,
Circles,1941.0,"(969, 2525, 1018, 2574)","(993.0, 2549.0)",1973.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[ 969 2543]
 [ 969 2544]
 [ 969 2545]
 ...
 [1017 2553]
 [1017 2554]
 [1017 2555]]",0.0,49.71275446332612,1,0.8084131611828405,1941.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",49.71220626595599,49.71220626595599,0.7853981633974483,161.53910524340094,0.9837810440952863,0.9347168105134623,1.016486347243689,
Circles,7825.0,"(977, 1884, 1076, 1983)","(1026.0, 1933.0)",7913.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[ 977 1924]
 [ 977 1925]
 [ 977 1926]
 ...
 [1075 1940]
 [1075 1941]
 [1075 1942]]",0.0,99.81532666656283,1,0.7983879196000409,7825.0,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]",99.81524146198824,99.81524146198824,0.7853981633974483,326.3919189857866,0.9888790597750537,0.9230291463158866,1.0112460063897764,
Circles,517.0,"(998, 2665, 1023, 2690)","(1010.0, 2677.0)",533.0,"[[False False False False False False False  True  True  True  True  True
   True  True  True  True  True  True False False False False False False
  False]
 [False False False False False  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False]
 [False False False False False  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True False False False False
  False]
 [False False False False False False False  True  True  True  True  True
   True  True  True  True  True  True False False False False False False
  False]]","[[ 998 2673]
 [ 998 2674]
 [ 998 2675]
 ...
 [1022 2679]
 [1022 2680]
 [1022 2681]]",0.0,25.65667251667837,1,0.8272,517.0,"[[False False False False False False False False  True  True  True  True
   True  True  True  True  True False False False False False False False
  False]
 [False False False False False False  True  True  True  True  True  True
   True  True  True  True  True  True  True False False False False False
  False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [False  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
  False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False]
 [False False  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True False
  False]
 [False False False  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True False False
  False]
 [False False False False  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True False False False
  False]
 [False False False False False False  True  True  True  True  True  True
   True  True  True  True  True  True  True False False False False False
  False]
 [False False False False False False False False  True  True  True  True
   True  True  True  True  True False False False False False False False
  False]]",25.655356011360134,25.655356011360134,0.7853981633974483,81.94112549695429,0.9699812382739212,0.9676015543820089,1.0309477756286267,
